新闻内容
2025-07-28 13:31:33 侨银股份携手中国电子云 打造行业首个“城市公共服务智能体” [股票代码: 885728-股票名: 人工智能 股票代码: 002973-股票名: 侨银股份 ]:　　上证报中国证券网讯（记者 张问之）7月26日，在2025世界人工智能大会（WAIC 2025）期间，由世界人工智能大会组委会办公室指导的“中国电子云人工智能创新发展论坛”成功举办。　　论坛现场，中国电子云与侨银股份、中国长城、沐曦股份、
2025-07-28 13:07:35 今年首只“十倍股”诞生 []:　　今日早盘，A股市场呈现宽幅波动态势，沪指盘中一度越过3600点，但临近午盘再度失守。截至午间休市，上证指数报3587.69点，跌0.17%；深证成指下跌0.16%，创业板指上涨0.10%。　　A股主要股指早盘表现　　AI硬件板块再度走强
2025-07-28 13:06:57 860亿元新纪录！药企龙头大动作 [股票代码: 886015-股票名: 创新药 股票代码: 600276-股票名: 恒瑞医药 股票代码: 01276-股票名: 恒瑞医药 股票代码: GSK-股票名: 葛兰素史克 股票代码: HK1276-股票名: 恒瑞医药 ]:　　中国创新药出海再次刷新纪录！　　7月28日，恒瑞医药公告，公司与GSK（葛兰素史克）达成协议，将HRS-9821项目除中国区外的全球独家权利和至多11个项目除中国区外的全球独家许可的独家选择权有偿许可给GSK，该笔交易的潜在总金额高达1
2025-07-28 10:41:36 安联基金董事长变更：吴家耀离任 总经理沈良代任董事长职务 [股票代码: 881156-股票名: 保险 ]:None
2025-07-28 13:00:40 今年首只10倍股诞生 []:　　7月28日早盘临近午间收盘，A股突然集体跳水，上证指数、深证成指等重要指数转跌。　　华泰证券研报称，当前交易性资金热度仍在、政策窗口期临近下，市场或仍偏强运行，底部升高，高位拉锯，局部高活跃度仍为基准情形。中期来看，“反内卷”切实为A股
2025-07-28 12:58:45 A股突变！年内首只10倍股诞生 []:　　年内首只10倍股诞生。　　A股市场今天（7月28日）盘初整体走强，临近午盘时出现跳水，大金融赛道、国防军工等板块走强。　　个股方面，上纬新材(688585)大涨，盘中最高价超过77元，较去年年底该股收盘价涨幅超过10倍，成为年内A股市场
2025-07-28 12:58:40 “恐高症”消失了？基民狂追高收益基金，什么信号 []:　　近800只主动权益基金的净值在7月份创历史新高。　　随着A股市场回暖，主动权益基金业绩显著反弹，年内平均收益高达13.89%，94%产品实现正收益，翻倍基金数量达到4只，部分基金老将也以凌厉攻势交出可观答卷。　　绩优主动权益基金获资金“
2025-07-28 12:58:24 创纪录！刚刚，今年首只10倍股诞生 []:　　【导读】A股午前突发跳水，上纬新材新晋“10倍股”　　大家好！来一起关注上午的市场行情和最新资讯~　　7月28日上午，A股震荡走高，午前忽然跳水。截至午间收盘，上证指数跌0.17%，深证成指跌0.16%，创业板指涨0.1%。　　全市场半
2025-07-28 12:58:14 居然智家董事长跳楼身亡？上市公司回应：最快今天公告 [股票代码: 000785-股票名: 居然智家 ]:　　7月28日，居然智家（000785）大幅低开，甚至一度报出跌停价。截至午间收盘，居然智家跌8.23%，报2.9元/股，总市值180.6亿元。　　消息面上，网传居然智家董事长汪林朋跳楼身亡。针对上述传闻，证券时报·e公司记者以投资者身份向
2025-07-28 12:58:03 “牛市旗手”又异动！领涨龙头盘中再触涨停，月内涨幅已超50% [股票代码: 881157-股票名: 证券 ]:　　7月28日上午，“牛市旗手”证券板块表现再度活跃。　　同花顺数据显示，截至午间收盘，证券板块冲高回落，板块成交额达440亿元，板块内19只个股上涨。其中，领涨龙头——中银证券，盘中表现尤为抢眼，一度触及涨停板，该股月内累计涨幅已超过50
2025-07-28 12:56:39 大宗商品狂欢退潮！焦煤主力合约跌超10% [股票代码: JMZL2-股票名: 焦煤主连 股票代码: 881105-股票名: 煤炭开采加工 ]:　　狂欢过后，大宗商品市场热度“熄火”。　　7月28日早盘，国内期货市场商品多数“飘绿”，此前涨幅居前的焦煤、焦炭、玻璃、纯碱等悉数大跌。主力合约中，双焦领跌。截至上午收盘，焦煤跌超10%，焦炭跌幅达7.44%，此外主力合约中碳酸锂跌7.9
2025-07-28 12:54:39 601336，2000亿龙头股，历史新高 []:　　最近，A股结构性行情活跃，其中一个显著的特点是：板块内的大市值龙头股成为资金首选。　　以今天上午行情为例，保险板块走强，截至上午收盘，新华保险（601336）上涨4%，盘中股价创历史新高，最新市值为2069.5亿元。　　算力产业链中，P
2025-07-28 12:54:09 今年首只10倍股诞生 []:　　7月28日早盘临近午间收盘，A股突然集体跳水，上证指数、深证成指等重要指数转跌。　　华泰证券研报称，当前交易性资金热度仍在、政策窗口期临近下，市场或仍偏强运行，底部升高，高位拉锯，局部高活跃度仍为基准情形。中期来看，“反内卷”切实为A股
2025-07-28 12:30:51 超图软件：在雅下水电工程前期设计中参与BIM及GIS平台搭建工作 [股票代码: 300036-股票名: 超图软件 ]:　　人民财讯7月28日电，超图软件(300036)在互动平台表示，公司深耕水利行业多年，在三峡、小浪底、大藤峡、雅砻江、澜沧江等大型水利工程中，提供了BIM或GIS平台以及相关信息化支撑工作，在雅鲁藏布江下游水电工程的前期设计过程中，公司也
2025-07-28 11:07:58 商品期货，全线回调 [股票代码: JZL2-股票名: 焦炭主连 股票代码: FGZL2-股票名: 玻璃主连 股票代码: JMZL2-股票名: 焦煤主连 股票代码: 881108-股票名: 化学原料 股票代码: 881109-股票名: 化学制品 股票代码: 881263-股票名: 农化制品 ]:　　7月28日周一开盘，商品期货市场行情突变，早盘全线回调。　　在上周高歌猛进之后，国内商品期货周一早盘，主力合约几乎全线下跌，甚至出现多个商品触及跌停的情况。　　多晶硅、纯碱主力合约一度触及跌停，焦煤也逼近跌停。截至发稿，焦煤、焦炭、玻璃
2025-07-28 11:22:38 思摩尔国际盘中涨超5% 机构看好头部国际烟草品牌份额提升趋势 [股票代码: 885851-股票名: 烟草 股票代码: 06969-股票名: 思摩尔国际 股票代码: HK6969-股票名: 思摩尔国际 ]:None
2025-07-28 11:20:23 优衣库携多项亮点参展2025年进博会，童装系列首次参展 [股票代码: 881159-股票名: 贸易 ]:　　近日，优衣库宣布将携多项亮点参展2025年进博会，RE.UNIQLO STUDIO衣物新生工坊焕新升级的UPCYCLING“心衣再造”项目与手工刺子绣服务首次亮相，前者对轻微瑕疵的全新衣物重新设计，后者为衣物增添艺术感并提升耐穿性。　　
2025-07-28 11:18:15 康耐特光学早盘涨逾6% 机构指公司XR业务蓄势待发 [股票代码: 885728-股票名: 人工智能 股票代码: 886085-股票名: AI眼镜 股票代码: 02276-股票名: 康耐特光学 股票代码: HK2276-股票名: 康耐特光学 ]:None
2025-07-28 11:15:36 私募大佬但斌怼科大讯飞刘庆峰：屁大点本事，就牛逼哄哄的不得了 [股票代码: 885728-股票名: 人工智能 股票代码: 002230-股票名: 科大讯飞 ]:None
2025-07-28 11:15:30 广联科技控股盘中涨超5% 启动加密货币资产战略投资策略 [股票代码: 885757-股票名: 区块链 股票代码: 02531-股票名: 广联科技控股 股票代码: HK2531-股票名: 广联科技控股 ]:None
